model_name,developer_company,release_year,model_version,model_description,primary_use_case,supports_multilingual,supports_code_generation,supports_reasoning,supports_chat,access_type,license_type,commercial_use_allowed,training_scale,estimated_parameters,compute_intensity,model_category
Zenith-5,Mistral AI,2021,v3.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,0,API,Research,0,Large,296332236,Low,Enterprise
Cosmos-4,Mistral AI,2022,v1.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,0,Closed,Open,0,Large,228165090,Medium,Open-Source
Cosmos-8,NeuralWorks,2024,v5.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Open,Research,1,Small,24781604,High,Research
Helios-6,Cohere,2019,v1.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Closed,Commercial,1,Large,269685522,Low,Open-Source
Aurora-8,Google AI,2022,v4.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,Closed,Commercial,0,Large,260268922,Medium,Enterprise
Neptune-8,Mistral AI,2023,v1.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,API,Research,0,Large,131949766,High,Enterprise
Vertex-3,Baidu,2024,v4.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,1,Closed,Research,0,Medium,231614426,Medium,Research
Nova-4,DeepMind,2019,v5.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,0,Closed,Research,1,Large,263789709,High,Research
Zenith-7,NeuralWorks,2024,v5.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,0,API,Open,1,Large,46500867,High,Open-Source
Zenith-2,Anthropic,2022,v1.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,API,Research,1,Medium,100725757,Medium,Research
Vertex-3,AI Labs,2020,v4.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,API,Research,1,Small,261172435,Low,Open-Source
Helios-9,AI Labs,2025,v4.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Open,Open,0,Small,157814576,Low,Research
Nova-9,DeepMind,2020,v4.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,API,Commercial,0,Large,237956878,High,Enterprise
Helios-2,Anthropic,2022,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,Open,Research,0,Large,189243498,High,Research
Helios-3,NeuralWorks,2020,v2.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Closed,Open,1,Medium,144528713,High,Open-Source
Neptune-3,Cohere,2018,v3.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Open,Open,1,Medium,77327815,High,Open-Source
Orion-7,Cohere,2025,v1.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,Closed,Commercial,0,Large,51005047,High,Open-Source
Zenith-2,AI Labs,2024,v2.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Closed,Commercial,0,Large,261563803,Medium,Enterprise
Aurora-1,Google AI,2025,v1.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Closed,Research,0,Large,163062810,Low,Open-Source
Neptune-6,DeepMind,2019,v3.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,Closed,Open,0,Large,52101349,Low,Enterprise
Cosmos-2,Meta AI,2021,v5.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Closed,Open,0,Medium,39025659,Low,Research
Neptune-2,Google AI,2023,v3.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Open,Open,0,Large,89109402,Medium,Enterprise
Nova-3,Cohere,2025,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Closed,Commercial,1,Small,134029299,Medium,Enterprise
Neptune-4,AI Labs,2022,v1.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,API,Research,0,Medium,208170742,Low,Open-Source
Cosmos-2,AI Labs,2018,v3.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,1,API,Open,0,Medium,40187196,Low,Research
Neptune-1,DeepMind,2021,v1.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,API,Commercial,0,Large,289066043,High,Open-Source
Atlas-5,Google AI,2022,v1.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,API,Open,0,Medium,235873529,High,Open-Source
Aurora-4,Google AI,2024,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Open,Open,0,Large,7093809,Low,Research
Zenith-9,AI Labs,2022,v2.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Closed,Commercial,1,Large,35291013,Medium,Enterprise
Nimbus-2,Mistral AI,2025,v5.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,1,Open,Commercial,0,Large,62919257,Low,Open-Source
Vertex-1,OpenAI,2018,v2.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,0,Open,Research,1,Small,173766141,Low,Open-Source
Zenith-5,Google AI,2023,v1.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Closed,Research,1,Medium,167804598,Medium,Enterprise
Vertex-8,OpenAI,2023,v2.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,API,Commercial,0,Large,294431759,Low,Research
Aurora-7,OpenAI,2021,v5.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,1,API,Open,1,Small,111162888,High,Research
Helios-8,OpenAI,2020,v3.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,Closed,Open,0,Large,52312512,High,Research
Helios-2,NeuralWorks,2018,v4.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,1,Closed,Open,1,Medium,244072520,Medium,Research
Neptune-4,Meta AI,2019,v2.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,1,Closed,Research,1,Small,243621134,Medium,Research
Orion-2,Google AI,2020,v3.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,Open,Open,0,Medium,213732125,High,Enterprise
Orion-5,Meta AI,2018,v4.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Open,Research,0,Small,120340035,Low,Research
Helios-6,Google AI,2022,v1.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Open,Commercial,0,Small,248494765,Low,Research
Nimbus-7,Cohere,2025,v1.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Open,Commercial,1,Medium,80795880,Low,Research
Nimbus-4,DeepMind,2025,v4.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Closed,Research,1,Small,283294273,Low,Open-Source
Vertex-1,Cohere,2023,v4.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,Closed,Research,0,Medium,118585571,Low,Open-Source
Aurora-8,AI Labs,2023,v5.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Closed,Open,0,Small,209532754,Medium,Enterprise
Atlas-4,NeuralWorks,2023,v3.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Closed,Open,1,Small,264301051,Low,Research
Aurora-4,NeuralWorks,2021,v1.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Open,Commercial,0,Medium,32973865,Low,Research
Nimbus-3,Google AI,2023,v1.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,Closed,Research,0,Large,235541927,High,Research
Zenith-3,AI Labs,2023,v2.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Open,Research,0,Large,211239413,High,Enterprise
Atlas-6,NeuralWorks,2021,v5.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Open,Commercial,1,Small,48634412,High,Research
Zenith-8,OpenAI,2022,v2.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,API,Research,0,Medium,236267644,High,Open-Source
Atlas-7,Mistral AI,2024,v3.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Open,Commercial,0,Small,159327856,Low,Enterprise
Orion-2,Google AI,2023,v2.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,API,Open,1,Large,17639349,Medium,Enterprise
Atlas-7,Meta AI,2018,v1.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,API,Commercial,1,Small,52494471,Low,Open-Source
Nimbus-9,Mistral AI,2020,v1.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,API,Open,1,Small,53069447,Low,Enterprise
Atlas-5,Google AI,2025,v1.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,1,Open,Open,1,Small,200190125,Medium,Research
Atlas-8,OpenAI,2022,v4.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Open,Open,0,Small,185571592,High,Enterprise
Nimbus-4,AI Labs,2018,v4.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Closed,Research,1,Large,19644718,High,Enterprise
Vertex-3,Google AI,2025,v2.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,Closed,Research,1,Small,80391528,High,Open-Source
Zenith-2,Google AI,2024,v5.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,0,API,Open,1,Small,223502069,Low,Enterprise
Nimbus-2,Google AI,2019,v3.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,1,API,Commercial,1,Small,93449024,Medium,Research
Atlas-7,OpenAI,2024,v3.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Open,Commercial,1,Medium,151509962,Medium,Enterprise
Neptune-4,Meta AI,2022,v4.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Closed,Research,1,Large,261092659,High,Open-Source
Aurora-9,Meta AI,2019,v3.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Open,Research,0,Small,18754880,Medium,Enterprise
Zenith-4,DeepMind,2023,v4.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,0,Closed,Commercial,1,Small,255789424,High,Research
Zenith-6,Meta AI,2022,v1.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,0,API,Research,0,Large,121856104,High,Open-Source
Orion-7,AI Labs,2018,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Closed,Open,1,Large,148842737,Medium,Research
Zenith-8,DeepMind,2021,v4.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,API,Open,1,Medium,59038177,Medium,Enterprise
Zenith-5,Baidu,2022,v3.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,API,Commercial,1,Large,76124081,High,Research
Cosmos-5,DeepMind,2024,v4.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,API,Open,1,Large,193466681,High,Research
Atlas-9,Meta AI,2022,v1.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,API,Research,0,Medium,120898267,High,Enterprise
